class,tf,rule,symbol,ir,ir_gross,cagr,bench_cagr,excess_cagr,max_dd,bench_dd,mar,bench_mar,vol,bench_vol,long_frac,turnover_yr,years,spread_bps,in_bps,out_bps,t_years,n_years,years_positive
us_stocks,1d,macd_cross,PEP,-0.6838720637371294,-0.676230034098336,-0.002974256779596396,0.10844173247784572,-0.11141598925744212,-0.6917768502137633,-0.6697601359604566,-0.004299445375596672,0.16191129727710196,0.1649810428706282,0.242631270570503,0.5061810644755348,21.514927381004767,53.59069912631765,-8.727007005940814,0.9412342296024465,9.668241235543261,-3.6418405095890605,54,0.2777777777777778
us_stocks,1d,macd_cross,KO,-0.5097316119261287,-0.5021709072580922,0.015324605358706389,0.09381578031688687,-0.07849117495818048,-0.5553350558378585,-0.6906354162674955,0.02759524218327165,0.1358398050651812,0.15621658727259807,0.23584706631577382,0.5064771633725664,21.035633073209564,53.57575862241664,-4.880484716944023,2.253267307595961,7.133752024539984,-2.080868888089509,54,0.4074074074074074
us_stocks,1d,macd_cross,WMT,-0.6163385836118583,-0.6102900774690417,0.061435370310247706,0.18251831577421962,-0.12108294546397191,-0.6118452676890362,-0.7689646002196188,0.10040997872271126,0.2373559403411962,0.20033665845955073,0.29110056625948993,0.50988230068843,20.20674313087793,53.59597006729241,-4.145626364151046,6.298886807343795,10.44451317149484,-1.6275708205048178,54,0.42592592592592593
us_etfs,1d,ibs,SPY,-0.23458804618319146,-0.20563776720529506,0.12325762572245802,0.1473553357597981,-0.02409771003734007,-0.1957123048684679,-0.33719648929652524,0.6297898632653455,0.43700139365987334,0.11432576988704375,0.16845199121212603,0.34473606605721024,55.116807608767,13.480461446061996,13.033775127781567,14.575777335780067,1.5420022079985016,2.068844892537505,14,0.7857142857142857
us_etfs,1d,ibs,TQQQ,-0.30773027639203554,-0.2998072010142025,0.38934423785474337,0.43634665434268394,-0.04700241648794057,-0.45448116238952063,-0.8156628301656892,0.8566784942365762,0.5349595913964191,0.4241708627983556,0.6196813945356028,0.3465054556178119,54.96844473498835,13.480461446061996,40.09751693342337,48.33891916806904,8.241402234645669,1.7873865830842788,14,0.7142857142857143
us_etfs,1d,ibs,SOXL,-0.1335543198480714,-0.12767683645990766,0.7513342073607474,0.4969596320459073,0.2543745753148401,-0.5788659523969955,-0.9046079211375828,1.2979416119562521,0.5493646699676911,0.6267539227310146,0.9347916776637579,0.37776467118844,62.98436993697288,13.479534698046137,74.02784184346974,79.68390422258051,5.65606237911075,2.6803054212227027,14,0.8571428571428571
us_etfs,1d,macd_cross,SPY,-0.5411631191221066,-0.5312772684349876,0.07437060589217759,0.1473553357597981,-0.0729847298676205,-0.159734173457441,-0.33719648929652524,0.4655898251603163,0.43700139365987334,0.09479432589104729,0.16845199121212603,0.5028015334709525,21.586798134792996,13.480461446061996,0.22077351893002273,6.141204294605348,5.920430775675325,0.20055898571217132,14,0.5714285714285714
us_etfs,1d,macd_cross,TQQQ,-0.5804663177046291,-0.5778795978342506,0.2199341143377671,0.43634665434268394,-0.21641254000491683,-0.6560149634666224,-0.8156628301656892,0.33525777091357034,0.5349595913964191,0.3745236252329985,0.6196813945356028,0.5346505455617812,20.028987960117213,13.480461446061996,-4.241762911596247,20.148432975556478,24.390195887152725,-0.899956879907784,14,0.42857142857142855
us_etfs,1d,macd_cross,SOXL,-0.5883700084550856,-0.5864889371130516,0.2709746931883288,0.4969596320459073,-0.22598493885757853,-0.7936363131551725,-0.9046079211375828,0.34143434303181586,0.5493646699676911,0.6168602560881858,0.9347916776637579,0.5193158360365674,20.77223036790625,13.479534698046137,-0.9964149430083564,33.12037414629968,34.11678908930804,-0.03634090665334486,14,0.5
crypto,1d,ibs,BTC/USD,-0.7222607080416396,-0.5290682153782782,0.07520523750089025,0.33401347909271784,-0.2588082415918276,-0.5984449887370471,-0.7663060714798322,0.125667753789037,0.4358747653502162,0.3807413658015522,0.57620831215847,0.41986143187066977,73.57867640028809,5.925629833676824,4.051018010601756,14.779835607941932,10.728817597340177,1.1108693020520608,7,0.5714285714285714
