engine,convention,ticker,rule,n_bars,final_equity,total_return,n_trades,ref_equity,ref_trades,rel_error,trade_diff
manifoldbt,at_close,PG,RSI_TREND,2848,12728.308616619017,0.2728308616619017,331,12728.308616619017,331,0.0,0
manifoldbt,at_close,PG,MACD_CROSS,2848,12120.058478808987,0.2120058478808988,248,12120.058478808987,248,0.0,0
manifoldbt,at_close,PG,CCI_ZERO,2848,11206.461670030922,0.120646167003092,311,11206.461670030922,311,0.0,0
manifoldbt,at_close,PG,BBANDS_DIP,2848,10607.13800128948,0.0607138001289477,154,10607.13800128948,154,0.0,0
manifoldbt,at_close,HD,SMA_CROSS,2848,19407.91592081439,0.9407915920814388,61,19407.91592081439,61,0.0,0
manifoldbt,at_close,HD,RSI_TREND,2848,24750.399962523672,1.475039996252367,329,24750.399962523672,329,0.0,0
manifoldbt,at_close,HD,MACD_CROSS,2848,37601.02223296352,2.7601022232963515,220,37601.02223296352,220,0.0,0
manifoldbt,at_close,HD,CCI_ZERO,2848,32070.043672094314,2.2070043672094317,267,32070.043672094314,267,0.0,0
manifoldbt,at_close,HD,BBANDS_DIP,2848,13124.220335502316,0.3124220335502317,142,13124.220335502316,142,0.0,0
manifoldbt,at_close,MA,SMA_CROSS,2848,26459.008396396737,1.645900839639674,59,26459.008396396737,59,0.0,0
manifoldbt,at_close,MA,RSI_TREND,2848,15663.11398707557,0.566311398707557,345,15663.11398707557,345,0.0,0
manifoldbt,at_close,MA,MACD_CROSS,2848,14213.68058818796,0.421368058818796,261,14213.68058818796,261,0.0,0
manifoldbt,at_close,MA,CCI_ZERO,2848,23712.21669323291,1.3712216693232908,291,23712.21669323291,291,0.0,0
manifoldbt,at_close,MA,BBANDS_DIP,2848,15856.150599840308,0.5856150599840309,140,15856.150599840308,140,0.0,0
manifoldbt,at_close,CVX,SMA_CROSS,2848,10011.294750986348,0.0011294750986348,66,10011.294750986348,66,0.0,0
manifoldbt,at_close,CVX,RSI_TREND,2848,13934.0593403166,0.39340593403166,337,13934.0593403166,337,0.0,0
manifoldbt,at_close,CVX,MACD_CROSS,2848,19920.166254110867,0.9920166254110868,233,19920.166254110867,233,0.0,0
manifoldbt,at_close,CVX,CCI_ZERO,2848,18064.810967747497,0.8064810967747498,331,18064.810967747497,331,0.0,0
manifoldbt,at_close,CVX,BBANDS_DIP,2848,10930.775498750403,0.0930775498750402,150,10930.775498750403,150,0.0,0
manifoldbt,at_close,ABBV,SMA_CROSS,2848,15526.27195436705,0.552627195436705,71,15526.27195436705,71,0.0,0
manifoldbt,at_close,ABBV,RSI_TREND,2848,31907.69393104472,2.190769393104472,293,31907.69393104472,293,0.0,0
manifoldbt,at_close,ABBV,MACD_CROSS,2848,17730.10025595357,0.7730100255953569,236,17730.10025595357,236,0.0,0
manifoldbt,at_close,ABBV,CCI_ZERO,2848,32571.96350347232,2.257196350347232,249,32571.96350347232,249,0.0,0
