ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,net_return_pct,bench_return_pct,excess_return_pct,class,timeframe,rule,scenario,wf_mode,n_folds,n_switches,is_baseline,generic_fallback,rankable
-0.4926454565467523,0.05,-0.4926454565467521,0.0,-0.9774690660000643,,ABBV,20,20,3.9367431513584585,False,False,False,False,0,False,12.260227367745848,157.7402592607148,-145.48003189296895,us_stocks,4h,TSF_9,gross,fixed,5.0,0.0,False,False,True
-0.503615502681785,0.15,-0.503615502681785,0.0,-0.9992349842828618,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,7.1050334511324085,157.7402592607148,-150.63522580958238,us_stocks,4h,LINEARREG[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.5078056814929715,0.15,-0.5078056814929713,0.0,-1.0075488134565913,,NVDA,20,20,3.9367431513584585,False,False,False,False,0,False,135.4166888255836,157.7402592607148,-22.323570435131188,us_stocks,4h,MININDEX,gross,fixed,5.0,0.0,False,True,True
-0.5120787949280967,0.15,-0.5120787949280967,0.0,-1.0160271951057842,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,20.194555276205055,157.7402592607148,-137.54570398450974,us_stocks,4h,STOCH,gross,fixed,5.0,0.0,False,False,True
-0.5252968210769267,0.05,-0.5252968210769267,0.0,-1.0422533817119222,,CVX,20,20,3.9367431513584585,False,False,False,False,0,False,64.64108669471466,157.7402592607148,-93.09917256600014,us_stocks,4h,CDLLONGLEGGEDDOJI,gross,fixed,5.0,0.0,False,False,True
-0.5256451423099533,0.15,-0.5256451423099533,0.0,-1.0429444938003216,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,9.084790712730634,157.7402592607148,-148.65546854798416,us_stocks,4h,SIN,gross,fixed,5.0,0.0,False,True,True
-0.5256863787737598,0.2,-0.5256863787737598,0.0,-1.0430263120069578,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,-0.6536400659295885,157.7402592607148,-158.39389932664437,us_stocks,4h,LINEARREG_200,gross,fixed,5.0,0.0,False,False,True
-0.5294897277199468,0.0,-0.529489727719947,0.0,-1.0505726232388954,,CVX,20,20,3.9367431513584585,False,False,False,False,0,False,65.40889130360512,157.7402592607148,-92.33136795710968,us_stocks,4h,CDLDOJI,gross,fixed,5.0,0.0,False,False,True
-0.5307887617323443,0.2,-0.5307887617323443,0.0,-1.0531500661969633,,CVX,20,20,3.9367431513584585,False,False,False,False,0,False,-0.34804606142712763,157.7402592607148,-158.08830532214193,us_stocks,4h,TSF_200,gross,fixed,5.0,0.0,False,False,True
-0.5319768556215994,0.15,-0.5319768556215994,0.0,-1.0555073903310188,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,15.84370858652226,157.7402592607148,-141.89655067419253,us_stocks,4h,CORREL,gross,fixed,5.0,0.0,False,True,True
-0.5375776946133964,0.05,-0.5375776946133964,0.0,-1.0666201424844715,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,1.3518551694035206,157.7402592607148,-156.3884040913113,us_stocks,4h,ADX,gross,fixed,5.0,0.0,False,True,True
-0.5410291707781746,0.05,-0.5410291707781747,0.0,-1.0734682949200092,,META,20,20,3.9367431513584585,False,False,False,False,0,False,44.68872155482107,157.7402592607148,-113.05153770589372,us_stocks,4h,IS#1,gross,is1_selection,5.0,3.0,False,False,True
-0.549407147841041,0.15,-0.5494071478410412,0.0,-1.090091229945155,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,3.788352016861789,157.7402592607148,-153.95190724385301,us_stocks,4h,TEMA_100,gross,fixed,5.0,0.0,False,False,True
-0.5511055122803826,0.05,-0.5511055122803826,0.0,-1.0934609934945596,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,14.314715925839971,157.7402592607148,-143.42554333487482,us_stocks,4h,HT_TRENDLINE,gross,fixed,5.0,0.0,False,False,True
-0.56018893000453,0.0,-0.5601889300045301,0.0,-1.111483609395957,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,-2.709746104251751,157.7402592607148,-160.45000536496656,us_stocks,4h,WMA_100,gross,fixed,5.0,0.0,False,False,True
-0.5646838676896653,0.0,-0.5646838676896653,0.0,-1.1204021175896903,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,4.540813891340095,157.7402592607148,-153.1994453693747,us_stocks,4h,MIDPRICE_50,gross,fixed,5.0,0.0,False,False,True
-0.5647700823268753,0.15,-0.5647700823268753,0.0,-1.1205731780141586,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,30.07951642895016,157.7402592607148,-127.66074283176464,us_stocks,4h,HT_DCPHASE,gross,fixed,5.0,0.0,False,False,True
-0.5649897141580714,0.1,-0.5649897141580713,0.0,-1.1210089545306172,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-1.0970016462898204,157.7402592607148,-158.8372609070046,us_stocks,4h,CDLHIKKAKE,gross,fixed,5.0,0.0,False,False,True
-0.5655271047073029,0.15,-0.565527104707303,0.0,-1.122075203353689,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,10.30979779608258,157.7402592607148,-147.4304614646322,us_stocks,4h,DEMA_50,gross,fixed,5.0,0.0,False,False,True
-0.5682584729959136,0.05,-0.5682584729959136,0.0,-1.1274945733580017,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,10.884811070796939,157.7402592607148,-146.85544818991787,us_stocks,4h,MAX,gross,fixed,5.0,0.0,False,True,True
-0.57345799942365,0.05,-0.5734579994236501,0.0,-1.137811072116739,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,12.993968644563713,157.7402592607148,-144.74629061615107,us_stocks,4h,MINUS_DI,gross,fixed,5.0,0.0,False,False,True
-0.57345799942365,0.05,-0.5734579994236501,0.0,-1.137811072116739,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,12.993968644563713,157.7402592607148,-144.74629061615107,us_stocks,4h,MINUS_DM,gross,fixed,5.0,0.0,False,False,True
-0.57345799942365,0.05,-0.5734579994236501,0.0,-1.137811072116739,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,12.993968644563713,157.7402592607148,-144.74629061615107,us_stocks,4h,PLUS_DI,gross,fixed,5.0,0.0,False,False,True
-0.57345799942365,0.05,-0.5734579994236501,0.0,-1.137811072116739,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,12.993968644563713,157.7402592607148,-144.74629061615107,us_stocks,4h,PLUS_DM,gross,fixed,5.0,0.0,False,False,True
-0.5755505109792681,0.05,-0.5755505109792682,0.0,-1.1419628719327803,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,-11.13597096443366,157.7402592607148,-168.87623022514845,us_stocks,4h,DEMA_9,gross,fixed,5.0,0.0,False,False,True
-0.575998095312616,0.0,-0.575998095312616,0.0,-1.142850934198371,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-3.4922152492167804,157.7402592607148,-161.23247450993156,us_stocks,4h,MA_50,gross,fixed,5.0,0.0,False,False,True
-0.575998095312616,0.0,-0.575998095312616,0.0,-1.142850934198371,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-3.4922152492167804,157.7402592607148,-161.23247450993156,us_stocks,4h,SMA_50,gross,fixed,5.0,0.0,False,False,True
-0.5786200999484389,0.15,-0.578620099948439,0.0,-1.1480533132893926,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,-5.271599731527823,157.7402592607148,-163.01185899224262,us_stocks,4h,HT_DCPERIOD,gross,fixed,5.0,0.0,False,False,True
-0.5790995248942465,0.05,-0.5790995248942464,0.0,-1.1490045512390543,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,-10.660543691790886,157.7402592607148,-168.40080295250567,us_stocks,4h,LINEARREG_21,gross,fixed,5.0,0.0,False,False,True
-0.5805879128727749,0.05,-0.5805879128727749,0.0,-1.1519576957121929,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-12.065471796637343,157.7402592607148,-169.80573105735215,us_stocks,4h,TEMA_200,gross,fixed,5.0,0.0,False,False,True
-0.5817511568306019,0.1,-0.581751156830602,0.0,-1.1542657145315636,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,89.79429804347438,157.7402592607148,-67.94596121724041,us_stocks,4h,HT_TRENDMODE,gross,fixed,5.0,0.0,False,False,True
-0.5822036115359838,0.0,-0.5822036115359839,0.0,-1.1551634402131867,,MA,20,20,3.9367431513584585,False,False,False,False,0,False,-7.7880465892646615,157.7402592607148,-165.52830584997946,us_stocks,4h,LINEARREG_INTERCEPT_50,gross,fixed,5.0,0.0,False,False,True
-0.58901431789762,0.0,-0.5890143178976202,0.0,-1.1686767177592214,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-8.391400391248851,157.7402592607148,-166.13165965196364,us_stocks,4h,WILLR,gross,fixed,5.0,0.0,False,False,True
-0.5896223206758169,0.1,-0.5896223206758169,0.0,-1.1698830699133556,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,8.279773383218645,157.7402592607148,-149.46048587749615,us_stocks,4h,DEMA[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.5916265407387926,0.05,-0.5916265407387925,0.0,-1.173859688568783,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,17.7966733748757,157.7402592607148,-139.9435858858391,us_stocks,4h,MIDPRICE[WF],gross,family_reopt,5.0,1.5,False,False,True
-0.5947316457412565,0.05,-0.5947316457412565,0.0,-1.1800205980956173,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-11.464685131575688,157.7402592607148,-169.20494439229049,us_stocks,4h,MACD,gross,fixed,5.0,0.0,False,False,True
-0.5948461794024686,0.05,-0.5948461794024688,0.0,-1.1802478469403248,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,2.123931119597028,157.7402592607148,-155.61632814111778,us_stocks,4h,TRIMA_21,gross,fixed,5.0,0.0,False,False,True
-0.5969929742644424,0.0,-0.5969929742644424,0.0,-1.184507351500331,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,-4.72745649069139,157.7402592607148,-162.4677157514062,us_stocks,4h,WMA_21,gross,fixed,5.0,0.0,False,False,True
-0.5978692616099897,0.0,-0.5978692616099897,0.0,-1.1862460131723656,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,-5.4678268261847265,157.7402592607148,-163.20808608689953,us_stocks,4h,MIDPOINT_50,gross,fixed,5.0,0.0,False,False,True
-0.5981605199457624,0.05,-0.5981605199457624,0.0,-1.186823905467218,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-12.248191135867199,157.7402592607148,-169.98845039658198,us_stocks,4h,MACDFIX,gross,fixed,5.0,0.0,False,False,True
-0.598900636645342,0.0,-0.598900636645342,0.0,-1.1882923878604998,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,-10.656477698718911,157.7402592607148,-168.3967369594337,us_stocks,4h,T3_50,gross,fixed,5.0,0.0,False,False,True
-0.6004531918099676,0.1,-0.6004531918099676,0.0,-1.191372847908417,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,1.710864839252992,157.7402592607148,-156.0293944214618,us_stocks,4h,ATAN,gross,fixed,5.0,0.0,False,True,True
-0.6021126199200364,0.05,-0.6021126199200363,0.0,-1.1946653570004788,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-7.326095456253216,157.7402592607148,-165.06635471696802,us_stocks,4h,SUM,gross,fixed,5.0,0.0,False,True,True
-0.6089242240470951,0.05,-0.6089242240470951,0.0,-1.2081804158233271,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-10.986921045836764,157.7402592607148,-168.72718030655156,us_stocks,4h,TEMA_50,gross,fixed,5.0,0.0,False,False,True
-0.6094795706431936,0.05,-0.6094795706431937,0.0,-1.2092822916477786,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,1.6851627776477784,157.7402592607148,-156.05509648306702,us_stocks,4h,MA_21,gross,fixed,5.0,0.0,False,False,True
-0.6094795706431936,0.05,-0.6094795706431937,0.0,-1.2092822916477786,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,1.6851627776477784,157.7402592607148,-156.05509648306702,us_stocks,4h,SMA_21,gross,fixed,5.0,0.0,False,False,True
-0.6096411992910691,0.05,-0.6096411992910692,0.0,-1.2096029827276986,,HD,20,20,3.9367431513584585,False,False,False,False,0,False,-6.739356552697845,157.7402592607148,-164.47961581341264,us_stocks,4h,TRIMA_50,gross,fixed,5.0,0.0,False,False,True
-0.6100652478507314,0.1,-0.6100652478507312,0.0,-1.2104443471288995,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-3.365010386644454,157.7402592607148,-161.10526964735925,us_stocks,4h,LINEARREG_ANGLE,gross,fixed,5.0,0.0,False,False,True
-0.6100652478507314,0.1,-0.6100652478507312,0.0,-1.2104443471288995,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-3.365010386644454,157.7402592607148,-161.10526964735925,us_stocks,4h,LINEARREG_SLOPE,gross,fixed,5.0,0.0,False,False,True
-0.6131807839603354,0.0,-0.6131807839603354,0.0,-1.2166259532528871,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,-9.168771684451334,157.7402592607148,-166.90903094516614,us_stocks,4h,TRIMA_100,gross,fixed,5.0,0.0,False,False,True
-0.613301695119137,0.05,-0.613301695119137,0.0,-1.2168658558357532,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-5.89776483970263,157.7402592607148,-163.63802410041743,us_stocks,4h,CDLSHORTLINE,gross,fixed,5.0,0.0,False,False,True
-0.614869189357355,0.1,-0.614869189357355,0.0,-1.2199759568396908,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-0.7732740748174839,157.7402592607148,-158.5135333355323,us_stocks,4h,SQRT,gross,fixed,5.0,0.0,False,True,True
-0.6150100984643112,0.05,-0.6150100984643111,0.0,-1.2202555378067679,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-5.19095976981521,157.7402592607148,-162.93121903053,us_stocks,4h,MOM,gross,fixed,5.0,0.0,False,False,True
-0.6150100984643112,0.05,-0.6150100984643111,0.0,-1.2202555378067679,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-5.19095976981521,157.7402592607148,-162.93121903053,us_stocks,4h,ROC,gross,fixed,5.0,0.0,False,False,True
-0.6150100984643112,0.05,-0.6150100984643111,0.0,-1.2202555378067679,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-5.19095976981521,157.7402592607148,-162.93121903053,us_stocks,4h,ROCP,gross,fixed,5.0,0.0,False,False,True
-0.6150100984643112,0.05,-0.6150100984643111,0.0,-1.2202555378067679,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-5.19095976981521,157.7402592607148,-162.93121903053,us_stocks,4h,ROCR,gross,fixed,5.0,0.0,False,False,True
-0.6150100984643112,0.05,-0.6150100984643111,0.0,-1.2202555378067679,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-5.19095976981521,157.7402592607148,-162.93121903053,us_stocks,4h,ROCR100,gross,fixed,5.0,0.0,False,False,True
-0.6158962357757439,0.05,-0.615896235775744,0.0,-1.222013743020362,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,21.85935711912803,157.7402592607148,-135.88090214158677,us_stocks,4h,OBV,gross,fixed,5.0,0.0,False,False,True
-0.6167174395947794,0.05,-0.6167174395947794,0.0,-1.2236431122134017,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-17.837457230779847,157.7402592607148,-175.57771649149464,us_stocks,4h,TSF_50,gross,fixed,5.0,0.0,False,False,True
-0.6183614293805346,0.1,-0.6183614293805346,0.0,-1.226904989774721,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-5.4082906513224795,157.7402592607148,-163.14854991203728,us_stocks,4h,CEIL,gross,fixed,5.0,0.0,False,True,True
-0.6184461343540386,0.1,-0.6184461343540386,0.0,-1.2270730548410609,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-2.0947928965505787,157.7402592607148,-159.83505215726538,us_stocks,4h,LN,gross,fixed,5.0,0.0,False,True,True
-0.6184461343540386,0.1,-0.6184461343540386,0.0,-1.2270730548410609,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-2.0947928965505787,157.7402592607148,-159.83505215726538,us_stocks,4h,LOG10,gross,fixed,5.0,0.0,False,True,True
-0.6188676380828839,0.05,-0.6188676380828839,0.0,-1.2279093699855015,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-2.2887054305354084,157.7402592607148,-160.0289646912502,us_stocks,4h,MAVP,gross,fixed,5.0,0.0,False,False,True
-0.6190315755918119,0.1,-0.619031575591812,0.0,-1.2282346421291999,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-5.591678609429499,157.7402592607148,-163.3319378701443,us_stocks,4h,FLOOR,gross,fixed,5.0,0.0,False,True,True
-0.6209660465386297,0.1,-0.6209660465386297,0.0,-1.2320728699753363,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,1.857893991117712,157.7402592607148,-155.88236526959707,us_stocks,4h,MIDPRICE_21,gross,fixed,5.0,0.0,False,False,True
-0.6237359271938544,0.1,-0.6237359271938545,0.0,-1.2375686532430281,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,-11.862674262769165,157.7402592607148,-169.60293352348396,us_stocks,4h,TEMA_21,gross,fixed,5.0,0.0,False,False,True
-0.6245323401585731,0.0,-0.6245323401585731,0.0,-1.2391488343376245,,CVX,20,20,3.9367431513584585,False,False,False,False,0,False,-15.24481452240929,157.7402592607148,-172.98507378312408,us_stocks,4h,HT_PHASOR,gross,fixed,5.0,0.0,False,False,True
-0.6263129334725936,0.05,-0.6263129334725936,0.0,-1.2426817500693186,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-19.098058460008726,157.7402592607148,-176.83831772072352,us_stocks,4h,DEMA_100,gross,fixed,5.0,0.0,False,False,True
-0.6280965269658128,0.05,-0.6280965269658128,0.0,-1.2462206185248632,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-7.678203851551899,157.7402592607148,-165.4184631122667,us_stocks,4h,EMA_50,gross,fixed,5.0,0.0,False,False,True
-0.6281476830568484,0.05,-0.6281476830568484,0.0,-1.2463221184897169,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,8.162152119675751,157.7402592607148,-149.57810714103906,us_stocks,4h,MULT,gross,fixed,5.0,0.0,False,True,True
-0.6281637136015288,0.1,-0.6281637136015288,0.0,-1.2463539250583717,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-15.758776313052115,157.7402592607148,-173.49903557376692,us_stocks,4h,LINEARREG_50,gross,fixed,5.0,0.0,False,False,True
-0.6299995663451899,0.0,-0.6299995663451899,0.0,-1.2499964822824632,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-8.76464253322077,157.7402592607148,-166.50490179393557,us_stocks,4h,EMA_21,gross,fixed,5.0,0.0,False,False,True
-0.6305580594612852,0.05,-0.6305580594612853,0.0,-1.2511046011888745,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,6.860909465642922,157.7402592607148,-150.87934979507187,us_stocks,4h,ADD,gross,fixed,5.0,0.0,False,True,True
-0.6317716951309761,0.15,-0.6317716951309761,0.0,-1.253512603350982,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-5.659843369153938,157.7402592607148,-163.40010262986874,us_stocks,4h,MACDEXT,gross,fixed,5.0,0.0,False,False,True
-0.6329398382923419,0.0,-0.6329398382923417,0.0,-1.2558303427916304,,PG,20,20,3.9367431513584585,False,False,False,False,0,False,39.80960361045865,157.7402592607148,-117.93065565025614,us_stocks,4h,CDLRICKSHAWMAN,gross,fixed,5.0,0.0,False,False,True
-0.6333517656983461,0.0,-0.6333517656983461,0.0,-1.2566476573359056,,HD,20,20,3.9367431513584585,False,False,False,False,0,False,-13.294651840185532,157.7402592607148,-171.03491110090033,us_stocks,4h,MA_100,gross,fixed,5.0,0.0,False,False,True
-0.6333517656983461,0.0,-0.6333517656983461,0.0,-1.2566476573359056,,HD,20,20,3.9367431513584585,False,False,False,False,0,False,-13.294651840185532,157.7402592607148,-171.03491110090033,us_stocks,4h,SMA_100,gross,fixed,5.0,0.0,False,False,True
-0.6335890766758803,0.1,-0.6335890766758804,0.0,-1.2571185114491006,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-31.379631813326995,157.7402592607148,-189.1198910740418,us_stocks,4h,DIV,gross,fixed,5.0,0.0,False,True,True
-0.6337033696263793,0.1,-0.6337033696263792,0.0,-1.2573452826942022,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-5.288417657744327,157.7402592607148,-163.02867691845913,us_stocks,4h,HT_SINE,gross,fixed,5.0,0.0,False,False,True
-0.6341295898180801,0.05,-0.6341295898180802,0.0,-1.2581909558799704,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,-17.825326900260755,157.7402592607148,-175.56558616097556,us_stocks,4h,TSF[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.6344361504482994,0.1,-0.6344361504482994,0.0,-1.2587992098056096,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,3.0073144757171155,157.7402592607148,-154.73294478499767,us_stocks,4h,CDLHIGHWAVE,gross,fixed,5.0,0.0,False,False,True
-0.6367032720476832,0.05,-0.6367032720476832,0.0,-1.2632974573846936,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-10.583157226921534,157.7402592607148,-168.32341648763634,us_stocks,4h,KAMA_9,gross,fixed,5.0,0.0,False,False,True
-0.637968639288959,0.05,-0.6379686392889591,0.0,-1.2658081013357143,,UNH,20,20,3.9367431513584585,False,False,False,False,0,False,-18.791730613289765,157.7402592607148,-176.53198987400455,us_stocks,4h,TSF_21,gross,fixed,5.0,0.0,False,False,True
-0.6387871956102525,0.15,-0.6387871956102524,0.0,-1.267432217568211,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-0.8671924208601249,157.7402592607148,-158.60745168157493,us_stocks,4h,MINMAXINDEX,gross,fixed,5.0,0.0,False,True,True
-0.6397057953226069,0.0,-0.639705795322607,0.0,-1.269254832170519,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,-17.106828899631843,157.7402592607148,-174.84708816034663,us_stocks,4h,KAMA_100,gross,fixed,5.0,0.0,False,False,True
-0.6403331123399048,0.0,-0.6403331123399048,0.0,-1.2704995061461655,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-16.14870316835507,157.7402592607148,-173.88896242906986,us_stocks,4h,CCI,gross,fixed,5.0,0.0,False,False,True
-0.6410321998500319,0.0,-0.6410321998500318,0.0,-1.2718865815905758,,JNJ,20,20,3.9367431513584585,False,False,False,False,0,False,6.6755989722108975,157.7402592607148,-151.0646602885039,us_stocks,4h,WMA[WF],gross,family_reopt,5.0,2.0,False,False,True
-0.6447016125344485,0.1,-0.6447016125344487,0.0,-1.2791671468363146,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-0.8583143417427797,157.7402592607148,-158.59857360245758,us_stocks,4h,MIDPOINT_21,gross,fixed,5.0,0.0,False,False,True
-0.6451669698865314,0.05,-0.6451669698865314,0.0,-1.2800904729530016,,PEP,20,20,3.9367431513584585,False,False,False,False,0,False,-32.07085372271829,157.7402592607148,-189.81111298343308,us_stocks,4h,SUB,gross,fixed,5.0,0.0,False,True,True
-0.6452901745706102,0.05,-0.6452901745706101,0.0,-1.2803349261715848,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-7.276588905696078,157.7402592607148,-165.01684816641088,us_stocks,4h,WMA_50,gross,fixed,5.0,0.0,False,False,True
-0.6456258626709447,0.05,-0.6456258626709447,0.0,-1.2810009725738014,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-9.838438668782514,157.7402592607148,-167.5786979294973,us_stocks,4h,CMO,gross,fixed,5.0,0.0,False,False,True
-0.6456258626709447,0.05,-0.6456258626709447,0.0,-1.2810009725738014,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-9.838438668782514,157.7402592607148,-167.5786979294973,us_stocks,4h,RSI,gross,fixed,5.0,0.0,False,False,True
-0.6489287335922165,0.05,-0.6489287335922165,0.0,-1.2875542739625212,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,0.6651517509385425,157.7402592607148,-157.07510750977625,us_stocks,4h,MFI,gross,fixed,5.0,0.0,False,False,True
-0.6493644288268094,0.05,-0.6493644288268096,0.0,-1.2884187467966026,,TSLA,20,20,3.9367431513584585,False,False,False,False,0,False,-1.1896671165510013,157.7402592607148,-158.9299263772658,us_stocks,4h,KAMA[WF],gross,family_reopt,5.0,1.0,False,False,True
