rule,symbol,scenario,ir_union,ret_pct,bench_pct,years_oos
LINEARREG_INTERCEPT_21,KO,pessimistic,-0.481629115483308,-98.46193074480868,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_21,WMT,gross,-0.5409667418617679,-94.11340754142708,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_21,WMT,retail,-0.5501099047692581,-95.2066734972808,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_21,WMT,wide,-0.5615261808653234,-96.30336375045647,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_21,WMT,pessimistic,-0.5900069302082876,-98.0696177489199,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_50,AAPL,gross,-0.17361400010933084,3667.5925315691843,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_50,AAPL,retail,-0.17753222029749427,3284.985340341053,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_50,AAPL,wide,-0.18189769388231583,2900.7589497955173,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_50,AAPL,pessimistic,-0.19280408529497034,2120.1434847648,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_50,MSFT,gross,-0.604221437251845,-94.6740030350459,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_50,MSFT,retail,-0.6095398663939926,-95.18408092956908,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_50,MSFT,wide,-0.6156278589054509,-95.71583521533941,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_50,MSFT,pessimistic,-0.630829259751726,-96.80259516205399,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_50,AMZN,gross,-0.5005638022981003,-97.45473120195757,113036.43839929435,28.581000619275773
LINEARREG_INTERCEPT_50,AMZN,retail,-0.5038888037340697,-97.63362397171704,113036.43839929435,28.581000619275773
LINEARREG_INTERCEPT_50,AMZN,wide,-0.5077269144357285,-97.82713509841714,113036.43839929435,28.581000619275773
LINEARREG_INTERCEPT_50,AMZN,pessimistic,-0.517315814066679,-98.24459105282929,113036.43839929435,28.581000619275773
LINEARREG_INTERCEPT_50,NVDA,gross,-0.22174643985482542,1769.2856296555951,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_50,NVDA,retail,-0.22459888762695268,1654.5828984319953,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_50,NVDA,wide,-0.2278484112693036,1531.322714138194,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_50,NVDA,pessimistic,-0.23596875422644226,1259.6668248039302,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_50,GOOGL,gross,-0.38486507721318347,135.02856037948163,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_50,GOOGL,retail,-0.39039968280703385,123.24693900896779,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_50,GOOGL,wide,-0.39666691991206393,110.47498484739049,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_50,GOOGL,pessimistic,-0.4123171932985132,81.6436302890443,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_50,META,gross,-0.5392995991562365,-54.713627989322525,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_50,META,retail,-0.5442765193597069,-56.37177201881025,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_50,META,wide,-0.550195299860669,-58.28865438959892,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_50,META,pessimistic,-0.5649765421434557,-62.72168653663397,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_50,TSLA,gross,-0.5767424887891862,-85.19074046546274,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_50,TSLA,retail,-0.5802699635668658,-85.83945868446567,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_50,TSLA,wide,-0.5842080294699118,-86.54199959626618,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_50,TSLA,pessimistic,-0.5940462258261463,-88.15004214479463,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_50,JPM,gross,-0.27341130255916,-80.98246459699715,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_50,JPM,retail,-0.27796270527621325,-82.88551394948787,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_50,JPM,wide,-0.28309959269515256,-84.82245790564986,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_50,JPM,pessimistic,-0.2959321216901951,-88.76017671600165,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_50,JNJ,gross,-0.4734738986740498,-93.82765784803522,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_50,JNJ,retail,-0.4818209329500078,-94.66255287298807,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_50,JNJ,wide,-0.49148145644881014,-95.49779451978615,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_50,JNJ,pessimistic,-0.5155895305220506,-97.0582733493828,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_50,XOM,gross,-0.5809141753711105,-99.72461771955423,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_50,XOM,retail,-0.5888249774638805,-99.76344106705608,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_50,XOM,wide,-0.5979842135073804,-99.80204285458586,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_50,XOM,pessimistic,-0.6208447240626883,-99.8732068302788,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_50,UNH,gross,-0.49667219726084477,-94.63900928380214,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_50,UNH,retail,-0.5013265013880517,-95.11082855402132,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_50,UNH,wide,-0.5066449957620341,-95.60547361200544,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_50,UNH,pessimistic,-0.5199276213933104,-96.63433277475195,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_50,V,gross,-0.7751112314359874,-76.04019693467575,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_50,V,retail,-0.781407233301066,-77.00311248714307,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_50,V,wide,-0.7889461862739577,-78.1228369366183,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_50,V,pessimistic,-0.8077601819022149,-80.69011310988631,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_50,PG,gross,-0.4414906863525966,-94.14280685178747,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_50,PG,retail,-0.44963455924589785,-94.91885137870212,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_50,PG,wide,-0.4589906957925872,-95.69179344211433,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_50,PG,pessimistic,-0.48234332827766646,-97.14843754298266,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_50,HD,gross,-0.4305875987650658,26.684428897828205,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_50,HD,retail,-0.43545809620557074,13.91154199196809,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_50,HD,wide,-0.4410593748566124,0.6453249089942714,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_50,HD,pessimistic,-0.45504738405106965,-26.155176918878055,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_50,MA,gross,-0.6014237722538792,-67.02863243093243,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_50,MA,retail,-0.606464808187312,-68.49327954037786,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_50,MA,wide,-0.6123861371643273,-70.15344903287416,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_50,MA,pessimistic,-0.6271712417837676,-73.93219909797199,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_50,CVX,gross,-0.5873730209104836,-99.95543323275848,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_50,CVX,retail,-0.5945746738942753,-99.96190957818177,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_50,CVX,wide,-0.6028949664360279,-99.96830485452357,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_50,CVX,pessimistic,-0.6236647461476733,-99.97998394409603,11832.71954586727,53.57596957913723
