book,signal,family,horizon,t,null_sd,p_perm
S&P-PIT,B_rel_reversal_5,B,5,1.7454314801497477,1.023809930259848,0.125
S&P-PIT,B_rel_reversal_5,B,21,1.6036218380742957,0.9324882662022779,0.041666666666666664
S&P-PIT,B_rel_reversal_21,B,1,1.7497958190025296,0.9432864170182486,0.041666666666666664
S&P-PIT,B_rel_reversal_21,B,5,1.5780437696831775,1.1216511378561733,0.25
S&P-PIT,B_rel_reversal_21,B,21,2.1997418745084354,0.7591369790073537,0.04
S&P-PIT,C_lowvol_20,C,1,1.6149327499536974,0.38786626774046623,0.6666666666666666
S&P-PIT,C_lowvol_20,C,5,0.5649529916990033,0.32430072888140266,1.0
S&P-PIT,C_lowvol_20,C,21,0.46492814365935037,0.3146355080332747,1.0
S&P-PIT,C_downside_vol_20,C,1,1.0785780244843306,0.44889871291590544,0.9583333333333334
S&P-PIT,C_downside_vol_20,C,5,0.21368591424418462,0.4249969461312417,1.0
S&P-PIT,C_downside_vol_20,C,21,-0.09594687656700916,0.4025638333736857,1.0
S&P-PIT,C_lowvol_60,C,1,1.66902046594363,0.2980878480472637,0.7083333333333334
S&P-PIT,C_lowvol_60,C,5,0.6485558525378327,0.31625665162922256,1.0
S&P-PIT,C_lowvol_60,C,21,0.5347199325293066,0.3676951931698379,1.0
S&P-PIT,C_downside_vol_60,C,1,1.311687555725552,0.29755854297968937,1.0
S&P-PIT,C_downside_vol_60,C,5,0.2674605867407919,0.34524622344027084,1.0
