timeframe,cost_bps,indicator,n_tickers,total_pnl_dollars,avg_total_return,median_total_return,avg_cagr,avg_sharpe,avg_max_drawdown,avg_excess_sharpe,avg_excess_cagr,beat_buyhold_rate,win_rate,avg_exposure,avg_turnover,avg_trades,n_sharpe,rankable,generic_fallback,is_baseline
5m,0.0,ASIN,20,0.0,0.0,0.0,0.0,,0.0,,-0.24167074812103126,0.1,0.0,0.0,0.0,0.0,0,False,True,False
5m,0.0,ATAN,20,-34641.0106040751,-0.1732050530203755,-0.2350064806322107,-0.06582436463896493,-0.34483656203255497,-0.45562680023908697,-1.1567016103061427,-0.3074951127599962,0.05,0.1,0.9868593765560506,4929.152191127968,9704.35,20,True,True,False
5m,0.0,ATR,20,3256.8101094707677,0.016284050547353844,0.031980739448449924,-0.01544966478160989,0.06874002185413033,-0.392838807212299,-0.7431250264194572,-0.25712041290264115,0.2,0.55,0.9866585373331083,2070.167246381383,4595.95,20,True,True,False
5m,0.0,AVGDEV,20,35389.60177712863,0.17694800888564316,0.17379323189819984,0.031888600867883685,0.2759610625434028,-0.32319121376527876,-0.5359039857301848,-0.2097821472531476,0.25,0.7,0.9866728829918898,3392.5960941284925,6958.85,20,True,True,False
5m,0.0,AVGPRICE,20,-111982.47425015437,-0.5599123712507719,-0.6098348447117576,-0.22625872365828906,-1.2419662034424603,-0.6770825714406145,-2.053831251716048,-0.4679294717793203,0.05,0.05,0.9863099566134202,19745.935131005328,36230.95,20,True,False,False
5m,0.0,BBANDS,20,-10554.500766116425,-0.052772503830582115,0.0,-0.020764996531208287,-0.19435884936942527,-0.1629466234984185,-0.9695998974157428,-0.26243574465223957,0.1,0.15,0.3473900567418853,177.46929087626395,633.25,9,False,False,False
5m,0.0,BETA,20,-63543.80559672794,-0.3177190279836397,-0.34112443440033063,-0.10996606956920021,-0.47460205337733574,-0.44633057488241956,-1.2864671016509235,-0.3516368176902315,0.0,0.1,0.987060215778993,2238.346123783186,4896.45,20,True,False,False
5m,0.0,BOP,20,-88696.43690974609,-0.44348218454873045,-0.5254514205496699,-0.17589448679521552,-0.9013495874453478,-0.630142141349987,-1.7132146357189353,-0.4175652349162468,0.05,0.15,0.9740381511180406,19707.094485166228,36979.0,20,True,False,False
5m,0.0,BUYHOLD,20,327840.87998231314,1.6392043999115657,0.7775590868846581,0.24167074812103126,0.8118650482735876,-0.3069254591392717,0.0,0.0,0.0,0.9,1.0,0.27983174229999486,1.0,20,True,False,True
5m,0.0,CCI,20,-24764.193282899723,-0.1238209664144986,-0.19141489711253373,-0.047663244792676404,-0.23592877471299517,-0.42232036945659335,-1.0477938229865829,-0.28933399291370765,0.05,0.15,0.9869454505087403,4923.723455323428,9694.65,20,True,False,False
5m,0.0,CDL2CROWS,20,-531.3566054308217,-0.002656783027154108,-0.003243700599106447,-0.0007624370578734497,-0.23974771428189073,-0.014244861213794525,-1.0516127625554783,-0.24243318517890472,0.1,0.4,0.0009045243844324462,6.072348810769309,21.7,20,True,False,False
5m,0.0,CDL3BLACKCROWS,20,121.76080557654515,0.0006088040278827255,-0.002295921934808709,0.00015766496799059503,0.0007629410712046189,-0.014155893789895246,-0.811102107202383,-0.24151308315304068,0.1,0.4,0.001590959048313583,10.717555732500083,38.3,20,True,False,False
5m,0.0,CDL3INSIDE,20,-3559.089547104425,-0.017795447735522125,-0.011503317193437723,-0.0057490394721157745,-0.05962960529394361,-0.11883385471419752,-0.8714946535675312,-0.24741978759314706,0.1,0.45,0.05890155700221665,410.96089678725275,1443.65,20,True,False,False
5m,0.0,CDL3LINESTRIKE,20,-4217.779416538812,-0.021088897082694062,-0.006635505936355424,-0.006411931022326683,-0.08332503205398986,-0.07446268907333568,-0.8951900803275775,-0.24808267914335796,0.1,0.4,0.016691114708800518,119.74000252517627,427.1,20,True,False,False
5m,0.0,CDL3OUTSIDE,20,-11838.20605227386,-0.05919103026136929,-0.06248633356776362,-0.020261531309692687,-0.14786112516456423,-0.24377247225719095,-0.9597261734381519,-0.261932279430724,0.05,0.15,0.23608172111832504,1619.1344441439855,5427.1,20,True,False,False
5m,0.0,CDL3STARSINSOUTH,20,0.0,0.0,0.0,0.0,,0.0,,-0.24167074812103126,0.1,0.0,0.0,0.0,0.0,0,False,False,False
5m,0.0,CDL3WHITESOLDIERS,20,833.8558872445856,0.004169279436222928,0.0029296881520698426,0.0010622658682115983,0.016923171155637896,-0.03237701424197982,-0.7949418771179497,-0.2406084822528197,0.1,0.55,0.007186425792069334,47.90719427828655,171.2,20,True,False,False
5m,0.0,CDLABANDONEDBABY,20,-104.77088441757098,-0.0005238544220878549,0.0,-0.0001469787701762648,-0.2411726486409067,-0.0008914705357389585,-0.9160321177873122,-0.24181772689120754,0.1,0.05,2.080295990571667e-05,0.1678990455067154,0.6,5,False,False,False
5m,0.0,CDLADVANCEBLOCK,20,-11953.684970840712,-0.05976842485420355,-0.06615520846823492,-0.01906060069100054,-0.26085387268215676,-0.14963356510782566,-1.0727189209557444,-0.26073134881203186,0.1,0.3,0.0753150576206125,497.9885685600474,1779.6,20,True,False,False
5m,0.0,CDLBELTHOLD,20,-41877.078698502686,-0.20938539349251345,-0.3171343954044299,-0.07748812400266472,-0.512526801749711,-0.45260116966965186,-1.3243918500232987,-0.31915887212369604,0.0,0.2,0.6969343855547869,4896.747675411783,13180.2,20,True,False,False
5m,0.0,CDLBREAKAWAY,20,-324.13036586521395,-0.0016206518293260697,-0.0012791627196101496,-0.00045682581194113613,-0.19775698325711552,-0.0065710083006988605,-1.0096220315307032,-0.2421275739329724,0.1,0.4,0.00034358957506684353,2.378569810652903,8.5,20,True,False,False
5m,0.0,CDLCLOSINGMARUBOZU,20,-53205.23067759849,-0.26602615338799246,-0.29248180736083784,-0.09501683948228135,-0.6525673183982749,-0.4444807239093427,-1.4644323666718626,-0.33668758760331263,0.05,0.15,0.6335073453581703,4394.841462433937,12307.65,20,True,False,False
5m,0.0,CDLCONCEALBABYSWALL,20,55.691390409153826,0.00027845695204576916,0.0,7.770327728261473e-05,0.25896616054740035,-0.00020579401218492888,-0.5778782050666341,-0.24159304484374866,0.1,0.1,1.2911185392047866e-05,0.08394952269862566,0.3,3,False,False,False
5m,0.0,CDLCOUNTERATTACK,20,-126.89645716514872,-0.0006344822858257437,-0.0010857411616738144,-0.00018129328868197737,-0.07219587088201972,-0.007475884236806579,-0.8840609191556072,-0.24185204140971325,0.1,0.3,0.00031274757759060235,2.0987380685372985,7.5,20,True,False,False
5m,0.0,CDLDARKCLOUDCOVER,20,-4021.0548455044673,-0.020105274227522334,-0.021668058633159404,-0.005803901306649611,-0.2940654079199946,-0.04626663344797273,-1.105930456193582,-0.24747464942768088,0.1,0.3,0.012064284318312742,82.4943976593427,294.8,20,True,False,False
5m,0.0,CDLDOJI,20,46353.166104328666,0.23176583052164332,0.17904320591922207,0.05127937137819912,0.3926649561946129,-0.21217007251263906,-0.4192000920789747,-0.19039137674283216,0.15,0.75,0.5684485452486128,2382.487453939944,8514.0,20,True,False,False
5m,0.0,CDLDOJISTAR,20,3407.962771155246,0.017039813855776232,0.025135652733519254,0.0037595306870112644,0.07429195243992597,-0.11330398056427735,-0.7375730958336616,-0.23791121743402002,0.1,0.6,0.08871270814539955,604.6324456460395,2118.4,20,True,False,False
5m,0.0,CDLDRAGONFLYDOJI,20,4858.775003954622,0.02429387501977311,0.02530711409992792,0.006249682999157869,0.13126856745511634,-0.11316280795196207,-0.6805964808184712,-0.2354210651218734,0.05,0.6,0.09541956246691799,603.7090008505427,2157.4,20,True,False,False
5m,0.0,CDLENGULFING,20,-664.702366111942,-0.003323511830559711,-0.0007942747066788658,-0.0069222419105366365,0.008589397063855825,-0.3152257761787003,-0.8032756512097319,-0.2485929900315679,0.05,0.5,0.5895382486087446,4168.569515340428,11875.65,20,True,False,False
