class,tf,rule,symbol,era,bars,ir,excess_cagr,spread_bps
us_stocks,1d,ibs,MTD,2020s,1657,-0.09816371153148477,0.006967527492973913,9.310807194451959
us_stocks,1d,ibs,MU,2000s,1762,0.16519054389212234,0.16065701219114992,23.28949431928283
us_stocks,1d,ibs,MU,2010s,2516,-0.13145173843822633,0.012074586143883126,17.907222519773356
us_stocks,1d,ibs,MU,2020s,1657,-0.18193148215760743,0.013347405220606623,39.390948488606455
us_stocks,1d,ibs,MUR,2000s,1762,-0.2702718457442537,-0.0408479012482752,8.340873316508246
us_stocks,1d,ibs,MUR,2010s,1904,-0.250825886477732,-0.029219539972617503,-8.596741134716352
us_stocks,1d,ibs,NAVI,2010s,861,-0.4730601039286924,-0.0753393650004871,-17.79843037180974
us_stocks,1d,ibs,NBR,2000s,1762,0.0521194393764921,0.082406036708216,14.81590715100689
us_stocks,1d,ibs,NBR,2010s,1313,-0.31345610196898555,-0.04364921886777284,-13.57621954776797
us_stocks,1d,ibs,NCLH,2010s,1509,-0.334941207993515,-0.05006647938938191,1.1036963437003782
us_stocks,1d,ibs,NCLH,2020s,1657,-0.05636425154102773,0.07640366007821497,4.867601642208572
us_stocks,1d,ibs,NDAQ,2000s,1762,-0.23406859399677776,-0.017967672295772008,4.699426739989016
us_stocks,1d,ibs,NDAQ,2010s,2516,-0.2779883810565722,-0.03712171959806376,11.873965169589171
us_stocks,1d,ibs,NDAQ,2020s,1657,-0.05717149223116216,0.011503245617048519,17.082857629657
us_stocks,1d,ibs,NDSN,2000s,1762,-0.07326029555419337,0.02819602267962118,18.314715833079514
us_stocks,1d,ibs,NDSN,2010s,2516,-0.4803637220877374,-0.08376082399991858,6.054282984443567
us_stocks,1d,ibs,NDSN,2020s,1657,-0.05218753154551519,0.012520192596222834,11.059225700706817
us_stocks,1d,ibs,NEE,2000s,1762,-0.1206528042888985,-0.005904996081694369,10.178376322014342
us_stocks,1d,ibs,NEE,2010s,2516,-0.486171680700053,-0.059062678318917206,10.60228178758151
us_stocks,1d,ibs,NEE,2020s,1657,0.08156804960824235,0.04135491623855314,13.487580773113663
us_stocks,1d,ibs,NEM,2000s,1762,0.08304586692111238,0.0612796173515624,16.250872041183243
us_stocks,1d,ibs,NEM,2010s,2516,-0.1065707022154535,0.002512082797206938,1.9587926617512303
us_stocks,1d,ibs,NEM,2020s,1657,-0.7297632020746634,-0.18434381532270894,-12.301414347486665
us_stocks,1d,ibs,NFLX,2000s,1762,-0.4849839021454269,-0.14491890845036215,8.796212116388862
us_stocks,1d,ibs,NFLX,2010s,2516,-0.9779459060310979,-0.3979500336739603,-20.835206178689845
us_stocks,1d,ibs,NFLX,2020s,1657,0.3744526120702064,0.21010108850216236,38.17234129981784
us_stocks,1d,ibs,NI,2000s,1762,0.10741130627443775,0.03248069065465775,6.887360292535033
us_stocks,1d,ibs,NI,2010s,2516,-0.5744615953507355,-0.08162699457299238,7.133264827663419
us_stocks,1d,ibs,NI,2020s,1657,0.04451795344926146,0.02975662001419277,13.239578271356546
us_stocks,1d,ibs,NKE,2000s,1762,-0.5058379745652692,-0.09099379130434992,1.6721718602545372
us_stocks,1d,ibs,NKE,2010s,2516,-0.6020176644487263,-0.10201678421877469,3.2790756716787266
us_stocks,1d,ibs,NKE,2020s,1657,-0.2937531054681257,-0.03663852237790721,-14.973989823703691
us_stocks,1d,ibs,NKTR,2000s,1762,0.01956396333077704,0.08646181917827134,16.936830711289147
us_stocks,1d,ibs,NKTR,2010s,2455,-0.3625760516262099,-0.06564070331511584,-3.882945630191801
us_stocks,1d,ibs,NOC,2000s,1762,-0.13755879169554014,-0.009541105543742878,2.6906888566086873
us_stocks,1d,ibs,NOC,2010s,2516,-0.811409782627908,-0.12241231757448845,3.513754070863232
us_stocks,1d,ibs,NOC,2020s,1657,-0.2700359691170605,-0.03757232353374307,2.4658059153389784
us_stocks,1d,ibs,NOV,2000s,1762,-0.17698912036268016,0.009120913448120715,22.27209903526704
us_stocks,1d,ibs,NOV,2010s,2516,0.28179124124371807,0.10030795820786831,13.921215078901765
us_stocks,1d,ibs,NOV,2020s,433,0.9432627398870382,0.6356451164029396,73.9154030560645
us_stocks,1d,ibs,NOW,2010s,1761,-0.40015513218389603,-0.09701620626800378,20.651084690528428
us_stocks,1d,ibs,NOW,2020s,1657,-0.013619065152518569,0.049534249966451505,17.820433958404333
us_stocks,1d,ibs,NRG,2000s,1259,0.02223086603456618,0.05488119520671475,14.824668085520948
us_stocks,1d,ibs,NRG,2010s,2516,-0.5395953816343243,-0.09471228553503952,-8.6825014417692
us_stocks,1d,ibs,NRG,2020s,1657,-0.1843996155928182,-0.009853630767224342,15.532517122523016
us_stocks,1d,ibs,NSC,2000s,1762,-0.13408278155342898,-0.0030769530655263555,14.229328278930678
us_stocks,1d,ibs,NSC,2010s,2516,-0.519612646349561,-0.08482195400444326,1.8347539118998621
us_stocks,1d,ibs,NSC,2020s,1657,0.3112017969744964,0.10132180626457599,22.426712109159933
us_stocks,1d,ibs,NTAP,2000s,1762,-0.19800209666396248,-0.013053263651204183,13.599998763146182
us_stocks,1d,ibs,NTAP,2010s,2516,-0.3817457105779577,-0.06184284349737257,-1.8978591948622412
us_stocks,1d,ibs,NTAP,2020s,1657,-0.1989186430004324,-0.020118944937635552,15.172211479586514
us_stocks,1d,ibs,NTRS,2000s,1762,1.097916556794004,0.4449353389172608,62.53170474987198
us_stocks,1d,ibs,NTRS,2010s,2516,-0.13259281925754865,-0.00885364262366184,6.606951904621297
us_stocks,1d,ibs,NTRS,2020s,1657,0.045581342902855454,0.0438437420755291,17.70198121864756
us_stocks,1d,ibs,NUE,2000s,1762,0.07261068711893537,0.11432004786470107,35.83695835534387
us_stocks,1d,ibs,NUE,2010s,2516,0.10831268530032598,0.03927568350270194,10.79603945343455
us_stocks,1d,ibs,NUE,2020s,1657,-0.45654839853132795,-0.11341566433760275,5.827894614806328
us_stocks,1d,ibs,NVDA,2000s,1762,-0.15440087839017788,0.021473855693611377,22.97903866001898
us_stocks,1d,ibs,NVDA,2010s,2516,-0.3215131157516819,-0.06400002989071174,14.999136740124776
us_stocks,1d,ibs,NVDA,2020s,1657,-0.4512371807896777,-0.1635617896046151,41.46993673328621
us_stocks,1d,ibs,NWL,2000s,1762,0.33502100630596077,0.13767752595034743,15.389494452548012
us_stocks,1d,ibs,NWL,2010s,2516,-0.6074823373501415,-0.11075713875771498,-12.562345359732907
us_stocks,1d,ibs,NWL,2020s,934,0.32580413730170604,0.13662700409324569,12.681032422606078
us_stocks,1d,ibs,NWS,2020s,650,-0.2982432944744023,-0.03988987652551401,4.831179417734931
us_stocks,1d,ibs,NWSA,2010s,1509,-0.06210385840505117,0.00539679298115503,-1.06230967125119
us_stocks,1d,ibs,NWSA,2020s,1657,-0.305265314578838,-0.048108334626771665,3.8368960910800145
us_stocks,1d,ibs,NXPI,2010s,2264,-0.2656057432737742,-0.04260278269722351,13.071207757584233
us_stocks,1d,ibs,NXPI,2020s,1657,0.28909458011473776,0.18111479158749888,33.68839588721073
us_stocks,1d,ibs,NYT,2000s,1762,0.16710718974337413,0.07121519218458672,1.5748964622194888
us_stocks,1d,ibs,O,2000s,1762,0.8208093163876495,0.3613982547762693,60.22981528906507
us_stocks,1d,ibs,O,2010s,2516,-0.7046359032280879,-0.09895769941527943,0.5813115338467281
us_stocks,1d,ibs,O,2020s,1657,0.14723275312195142,0.05285487969303215,11.440689172031002
us_stocks,1d,ibs,ODFL,2000s,1762,-0.15916318152851922,0.00982386061320284,16.567665111618727
us_stocks,1d,ibs,ODFL,2010s,2516,-0.5122243905529134,-0.10143202289680531,12.88291103127908
us_stocks,1d,ibs,ODFL,2020s,1657,-0.3253572912708298,-0.05946000609961399,7.814193983665432
us_stocks,1d,ibs,OGN,2020s,451,0.07101769794700317,0.03265400389144335,-17.357631606008354
us_stocks,1d,ibs,OI,2000s,1762,-0.34908186178131095,-0.06757149446105393,0.9605164796375588
us_stocks,1d,ibs,OI,2010s,1743,0.03641296940313543,0.03729319586885127,0.0456740758368238
us_stocks,1d,ibs,OKE,2000s,1762,-0.6558406036501649,-0.12125292337338078,-2.2205573598819517
us_stocks,1d,ibs,OKE,2010s,2516,-0.7543303647825091,-0.15094805312133452,-3.7864444841981335
us_stocks,1d,ibs,OKE,2020s,1657,-0.4357881898339329,-0.08216077459353999,0.36093640305951985
us_stocks,1d,ibs,OMC,2000s,1762,0.10091860730757841,0.04538034128335888,10.627180205219464
us_stocks,1d,ibs,OMC,2010s,2516,-0.30971619835839875,-0.03814466070388889,3.3160141784366246
us_stocks,1d,ibs,OMC,2020s,1657,0.45024659012060175,0.15022523284971467,25.128355609278213
us_stocks,1d,ibs,ON,2000s,1762,-0.3467059522608905,-0.06865454928453785,14.113271922711057
us_stocks,1d,ibs,ON,2010s,2516,0.017379436557204662,0.04301018279442048,15.261801792509477
us_stocks,1d,ibs,ON,2020s,1657,-0.32845249586704994,-0.05962571774280767,7.936671180584489
us_stocks,1d,ibs,ORCL,2000s,1762,0.8078386862918034,0.2415743797152381,40.746193819967395
us_stocks,1d,ibs,ORCL,2010s,2516,0.05534464872312442,0.023607164679309456,11.908582496072373
us_stocks,1d,ibs,ORCL,2020s,1657,-0.2952646640173475,-0.05211865606599986,7.045151029910007
us_stocks,1d,ibs,ORLY,2000s,1762,-0.13828005526460396,-0.005354186028541097,13.460967960935534
us_stocks,1d,ibs,ORLY,2010s,2516,-0.28010746669079595,-0.04092774964869439,16.583249765886723
us_stocks,1d,ibs,ORLY,2020s,1657,0.0005569475373413239,0.02501309918119876,17.54665506258793
us_stocks,1d,ibs,OTIS,2020s,1404,0.3203498166078723,0.07089919821121127,13.92050575323818
us_stocks,1d,ibs,OXY,2000s,1762,0.047680158734435554,0.07848074330977539,35.44753629580105
us_stocks,1d,ibs,OXY,2010s,2516,0.31191673151048915,0.07725966481860802,10.539705826426834
us_stocks,1d,ibs,OXY,2020s,1657,-0.2726728571967656,-0.03516440888840133,1.373659185830734
us_stocks,1d,ibs,PANW,2010s,1761,-0.21903708758041726,-0.025910609475678248,16.20207259631057
us_stocks,1d,ibs,PANW,2020s,1657,-0.398248399480623,-0.10073825241030487,17.15334590767433
us_stocks,1d,ibs,PAYC,2010s,1257,-1.2114665439749865,-0.43607093849878864,-5.195154974363806
us_stocks,1d,ibs,PAYC,2020s,1563,-0.527842504412311,-0.10055238058845584,-26.662200119668732
us_stocks,1d,ibs,PAYX,2000s,1762,0.21131573006100984,0.06657498416575769,11.53109716343349
us_stocks,1d,ibs,PAYX,2010s,2516,-0.6849373884384051,-0.08582402676281786,-0.4808177082996502
us_stocks,1d,ibs,PAYX,2020s,1657,0.055154287377961964,0.03979624542907745,13.783583879376911
us_stocks,1d,ibs,PBI,2000s,1762,0.22262871164848427,0.05948711493457193,8.297502655125408
us_stocks,1d,ibs,PBI,2010s,1802,-0.05842471221085786,0.01405225272625743,1.492319193446239
us_stocks,1d,ibs,PCAR,2000s,1762,0.10597346658362058,0.08588900609190908,24.496443775679904
us_stocks,1d,ibs,PCAR,2010s,2516,-0.3794148826474451,-0.05882406389365946,1.7848243010991902
us_stocks,1d,ibs,PCAR,2020s,1657,-0.06762313157187305,0.008578919518007933,15.980988759130573
us_stocks,1d,ibs,PCG,2000s,1762,0.1822723415242832,0.06021752202033892,26.394762500468158
us_stocks,1d,ibs,PCG,2010s,2277,0.018380273490290807,0.01568655729661328,-7.715581538414117
us_stocks,1d,ibs,PEG,2000s,1762,-0.2826663480491873,-0.04085997411902875,7.549145176932096
us_stocks,1d,ibs,PEG,2010s,2516,-0.3423574619282324,-0.039394233747922724,3.804469422017746
us_stocks,1d,ibs,PEG,2020s,1657,-0.30158150681357254,-0.03904465074002794,0.4447906135809248
us_stocks,1d,ibs,PENN,2000s,1762,-0.3483745619434136,-0.07052294704367545,5.459965833981887
us_stocks,1d,ibs,PENN,2010s,2516,-0.4723663460798317,-0.09385161787973861,0.11483232899837828
us_stocks,1d,ibs,PENN,2020s,684,-0.2087677796557076,0.041664250815018455,17.5449394567341
us_stocks,1d,ibs,PEP,2000s,1762,0.6630219038576736,0.11505990115921483,23.35683175161378
us_stocks,1d,ibs,PEP,2010s,2516,-0.616097577758593,-0.06370827004032509,2.3508822162026144
us_stocks,1d,ibs,PEP,2020s,1657,0.4688472951478923,0.09646350243461543,17.504872147805468
us_stocks,1d,ibs,PFE,2000s,1762,0.6853328506032381,0.14212429115701897,19.37710172019384
us_stocks,1d,ibs,PFE,2010s,2516,-0.3235824003880984,-0.03621233585937156,5.395414042848885
us_stocks,1d,ibs,PFE,2020s,1657,-0.04034094796278377,0.010940110904705591,1.8219602280263418
us_stocks,1d,ibs,PFG,2000s,1762,-0.0823606823991189,0.05509425139939539,8.709958811245096
us_stocks,1d,ibs,PFG,2010s,2516,-0.14727939955808636,-0.010390039298274312,10.356658720267312
us_stocks,1d,ibs,PFG,2020s,1657,-0.42488338570239365,-0.08187974809831267,2.2166409579445343
us_stocks,1d,ibs,PG,2000s,1762,0.3608291655097714,0.058445593420717534,15.381225451536507
us_stocks,1d,ibs,PG,2010s,2516,-0.41796974548513827,-0.041942320152128065,3.421538494160557
us_stocks,1d,ibs,PG,2020s,1657,-0.11417193391606834,-0.0062561353920123075,3.879304551417787
us_stocks,1d,ibs,PGR,2000s,1762,0.3292442661497385,0.10668721826980843,21.89302518661856
us_stocks,1d,ibs,PGR,2010s,2516,-0.4882858402364192,-0.06789714069129671,7.506857749610067
us_stocks,1d,ibs,PGR,2020s,1657,-0.5898874338697562,-0.11295298779022978,1.7349580108446077
us_stocks,1d,ibs,PH,2000s,1762,0.0068949473332530955,0.035871461645789804,13.534441252743203
us_stocks,1d,ibs,PH,2010s,2516,-0.5826245853250552,-0.10156230079861439,0.013388084591270432
us_stocks,1d,ibs,PH,2020s,1657,-0.27201347253879954,-0.046334048817386675,17.80127351326926
us_stocks,1d,ibs,PHM,2000s,1762,-0.14576389750306748,0.01996878932079771,1.6112108775552976
us_stocks,1d,ibs,PHM,2010s,2516,-0.29798152677798145,-0.04905962111599815,6.670322513130214
us_stocks,1d,ibs,PHM,2020s,1657,0.36550300168333294,0.1791848186320686,39.38248292217196
us_stocks,1d,ibs,PKG,2000s,1762,0.17486559674661245,0.07888932729935938,18.063797828508882
us_stocks,1d,ibs,PKG,2010s,2516,-0.43636235607772766,-0.07621097923650888,7.440817013965734
us_stocks,1d,ibs,PKG,2020s,1657,-0.07362955273025766,0.008647253872638982,14.415529560061586
us_stocks,1d,ibs,PLD,2000s,1762,0.28340725707328407,0.26421008310970184,40.14065693313122
us_stocks,1d,ibs,PLD,2010s,2516,-0.6101916044943742,-0.10355252450018426,1.7605475015266474
us_stocks,1d,ibs,PLD,2020s,1657,0.22286505884421132,0.08698392262537702,21.694171059484052
us_stocks,1d,ibs,PLTR,2020s,1404,-0.6982877298377178,-0.280071680953625,-4.280876246673861
us_stocks,1d,ibs,PM,2000s,251,-1.918510647043803,-0.29388990915698054,-39.030596743591005
us_stocks,1d,ibs,PM,2010s,2516,-0.39136247430397236,-0.04827534513680121,2.241674030937754
us_stocks,1d,ibs,PM,2020s,1657,-0.6412972453235943,-0.1224746357459805,-1.8616565613608087
us_stocks,1d,ibs,PNC,2000s,1762,0.4892501551230901,0.2657470194703744,41.70710325978412
us_stocks,1d,ibs,PNC,2010s,2516,-0.20417684609897288,-0.02258570878393784,8.891160177406638
us_stocks,1d,ibs,PNC,2020s,1657,0.3410512702369946,0.1392371134935111,27.852853896377805
us_stocks,1d,ibs,PNR,2000s,1762,-0.5468959786268568,-0.1107940801363948,-7.556550079091805
us_stocks,1d,ibs,PNR,2010s,2516,-0.3740451371001904,-0.05661054214202266,1.1732238027437307
us_stocks,1d,ibs,PNR,2020s,1657,0.3996907403565091,0.12618734279081534,25.298814907516107
us_stocks,1d,ibs,PNW,2000s,1762,0.11482790408104118,0.03040846246095552,6.464762039901672
us_stocks,1d,ibs,PNW,2010s,2516,-0.544004557946604,-0.06328555184448059,2.654353103533538
us_stocks,1d,ibs,PNW,2020s,1657,0.028978929078378946,0.023503234467867173,9.237181268701455
us_stocks,1d,ibs,PODD,2000s,504,0.4503230444233013,0.5780309612611414,68.5295448514845
us_stocks,1d,ibs,PODD,2010s,2516,-0.7627592066860589,-0.21037262217426456,-6.423857253703097
us_stocks,1d,ibs,PODD,2020s,1657,0.488468454646105,0.20161046109545455,28.969613250193447
us_stocks,1d,ibs,POOL,2000s,1762,-0.46376801737486095,-0.09012062382500707,-9.27828111293138
us_stocks,1d,ibs,POOL,2010s,2516,-0.2321834925001964,-0.0322398056048403,19.22857836949457
us_stocks,1d,ibs,POOL,2020s,1625,0.03798917345107155,0.04305641513802061,7.28473876578438
us_stocks,1d,ibs,PPG,2000s,1762,0.25405378813565505,0.08188603409147999,16.904198729125508
us_stocks,1d,ibs,PPG,2010s,2516,-0.4552913411413289,-0.07237376338108081,7.326623396651613
us_stocks,1d,ibs,PPG,2020s,1657,-0.03490744063939799,0.014691532296549847,3.1370262520773413
us_stocks,1d,ibs,PPL,2000s,1762,-0.07263858901528482,0.006458861564028862,12.407113427530646
us_stocks,1d,ibs,PPL,2010s,2516,-0.046120743580830396,0.0021458836517134205,7.088972203114856
us_stocks,1d,ibs,PPL,2020s,1657,0.0025003103823454543,0.015233210999489932,6.1258683546185555
us_stocks,1d,ibs,PRGO,2000s,1762,-0.35368247201513836,-0.06173454908764864,7.2464421139151405
us_stocks,1d,ibs,PRGO,2010s,2516,-0.18842116945901968,-0.017327137314874452,1.3076078163186324
us_stocks,1d,ibs,PRGO,2020s,433,0.6506528025234327,0.23593758497443296,30.268909986855952
us_stocks,1d,ibs,PRU,2000s,1762,-0.10953845886108356,0.04450494256863036,15.224630326413745
us_stocks,1d,ibs,PRU,2010s,2516,0.08427676745898818,0.038771606682590276,14.256363271092926
us_stocks,1d,ibs,PRU,2020s,1657,0.5484646508595435,0.19987660291270193,35.067566646076116
us_stocks,1d,ibs,PSA,2000s,1762,0.17118263561572303,0.1118954477353098,32.273961377812725
us_stocks,1d,ibs,PSA,2010s,2516,-0.27525676592163534,-0.031233643701548353,7.8797025619852565
us_stocks,1d,ibs,PSA,2020s,1657,-0.3631251236485573,-0.05535459764448092,2.4866095970330284
us_stocks,1d,ibs,PSKY,2000s,756,0.03608769427038403,0.08936973666041437,-1.428546636754579
us_stocks,1d,ibs,PSKY,2010s,2516,-0.2952125483747885,-0.042570152792660076,3.599204851132372
us_stocks,1d,ibs,PSKY,2020s,1657,0.09168849542944214,0.08890926266411658,1.9482651373855657
us_stocks,1d,ibs,PSX,2010s,1761,-0.7641914912215133,-0.12370908073122822,-6.969189758863626
us_stocks,1d,ibs,PSX,2020s,1657,-0.0806005492314827,0.01843149062365823,14.03821447408231
us_stocks,1d,ibs,PTC,2000s,1762,0.28604701407507543,0.19713725185785003,40.67525790838757
us_stocks,1d,ibs,PTC,2010s,2516,-0.5322166450738319,-0.10525824631145198,-0.7503243939929174
us_stocks,1d,ibs,PTC,2020s,1657,-0.021851720239242735,0.029354685712162265,15.18980440856587
us_stocks,1d,ibs,PVH,2000s,1762,-0.28998480666491583,-0.049381593052650885,9.393731822880115
us_stocks,1d,ibs,PVH,2010s,2516,-0.24843953583086523,-0.03315332265324411,4.345439840795862
us_stocks,1d,ibs,PVH,2020s,684,0.7791532305263719,0.3957032565490455,50.958278548880656
us_stocks,1d,ibs,PWR,2000s,1762,0.14810490846038765,0.17496503175743028,44.17731318150559
us_stocks,1d,ibs,PWR,2010s,2516,-0.06618880699847564,0.012835809178242341,7.9779673442972605
us_stocks,1d,ibs,PWR,2020s,1657,-0.8430592346672456,-0.27565105522043565,7.575599083603256
us_stocks,1d,ibs,PYPL,2010s,1006,-0.24529643772696877,-0.037820388907448876,25.0959893939681
us_stocks,1d,ibs,PYPL,2020s,1657,0.44228463368631404,0.19732921399782133,24.172801677183564
us_stocks,1d,ibs,QCOM,2000s,1762,0.5714893616287077,0.22241196605148605,42.02018989391008
us_stocks,1d,ibs,QCOM,2010s,2516,-0.17028051600040417,-0.014271221960866054,6.074473101664848
us_stocks,1d,ibs,QCOM,2020s,1657,0.31598305814533967,0.17152065251506898,32.66048136824375
us_stocks,1d,ibs,QRVO,2010s,1006,-0.3670569769439878,-0.07620082532131156,7.7752324610229255
us_stocks,1d,ibs,QRVO,2020s,1253,0.735917641575573,0.2574472353234306,34.08613211503044
us_stocks,1d,ibs,R,2000s,1762,-0.36696162464226384,-0.06771339794985098,-0.18218256925402904
us_stocks,1d,ibs,R,2010s,1878,-0.24825193798928646,-0.03257765826699277,4.367157106249953
us_stocks,1d,ibs,RCL,2000s,1762,0.07101732222055954,0.10692374024034557,21.446702025435563
us_stocks,1d,ibs,RCL,2010s,2516,-0.37455799666065215,-0.07210443248874143,7.094674148378488
us_stocks,1d,ibs,RCL,2020s,1657,-0.3574668260874369,-0.0638432252914305,1.3192146499054271
us_stocks,1d,ibs,REG,2000s,1762,0.3635735277255778,0.2108410229115012,36.10708129289187
us_stocks,1d,ibs,REG,2010s,2516,-0.5826800661596933,-0.07945317199302715,-2.3273551089373865
us_stocks,1d,ibs,REG,2020s,1657,0.35038212933851176,0.13277227747562703,25.500006620052194
us_stocks,1d,ibs,REGN,2000s,1762,-0.5956639450911192,-0.1603108217143765,-20.794998773359076
us_stocks,1d,ibs,REGN,2010s,2516,-0.3636414156406279,-0.08177799259522156,13.609858413514086
us_stocks,1d,ibs,REGN,2020s,1657,-0.3414382990143853,-0.05776893146752826,0.6405131867754722
us_stocks,1d,ibs,RF,2000s,1762,0.13981750959096054,0.13300333087057115,13.597064535605583
us_stocks,1d,ibs,RF,2010s,2516,-0.024657809046124985,0.025387799286376245,15.844108043373646
us_stocks,1d,ibs,RF,2020s,1657,0.33163663676432975,0.1594981007922276,32.659493388513816
us_stocks,1d,ibs,RHI,2000s,1762,-0.056200489826147663,0.027920035316074454,10.79756740967007
us_stocks,1d,ibs,RHI,2010s,2516,-0.09340264225778878,0.0025496162824341084,10.505394256755269
us_stocks,1d,ibs,RHI,2020s,1126,0.34108063725980803,0.128568199391494,22.504681540120217
us_stocks,1d,ibs,RIG,2000s,1762,0.28019704880811497,0.16803259201868226,35.59054771734678
us_stocks,1d,ibs,RIG,2010s,1904,0.17614652934138036,0.08451090855208698,-3.6409112809251885
us_stocks,1d,ibs,RJF,2000s,1762,0.3392974711020701,0.22831200231645177,39.239854537275974
us_stocks,1d,ibs,RJF,2010s,2516,-0.11127240635299336,-0.0029332297023221265,14.27678318358154
us_stocks,1d,ibs,RJF,2020s,1657,-0.26712950121477924,-0.042136467601905814,9.8218674926064
us_stocks,1d,ibs,RL,2000s,1762,-0.36011300249658834,-0.07146550087510839,6.921660142055669
us_stocks,1d,ibs,RL,2010s,2516,-0.25042671013219325,-0.032011158040796905,-0.6960854528841195
us_stocks,1d,ibs,RL,2020s,1657,-0.3174171778459497,-0.05978906527254635,9.327696545108113
us_stocks,1d,ibs,RMD,2000s,1762,-0.5065180896811202,-0.09635857449449459,3.4038893438295195
us_stocks,1d,ibs,RMD,2010s,2516,-0.5240174056399151,-0.09961815417163611,4.889902044366902
us_stocks,1d,ibs,RMD,2020s,1657,-0.19776269246089137,-0.01954435688043321,3.15852883923403
us_stocks,1d,ibs,ROK,2000s,1762,-0.3563575566173549,-0.06770309004485053,3.8016331095788822
us_stocks,1d,ibs,ROK,2010s,2516,-0.11319328409357025,-0.004303711810178523,15.042844911607192
us_stocks,1d,ibs,ROK,2020s,1657,-0.01713243821286129,0.03025911340711973,16.334905673077305
us_stocks,1d,ibs,ROL,2000s,1762,0.43124373574815883,0.16410129354667813,34.29828866361506
us_stocks,1d,ibs,ROL,2010s,2516,-0.8810602361265015,-0.1429347398855647,-2.9044234429703244
us_stocks,1d,ibs,ROL,2020s,1657,-0.06959893533321003,0.007981098003631892,9.761022462750644
us_stocks,1d,ibs,ROP,2000s,1762,-0.1798159121053515,-0.016386016509884138,12.324435252382473
us_stocks,1d,ibs,ROP,2010s,2516,-0.5771559655391166,-0.09039495715734769,7.28808890148351
us_stocks,1d,ibs,ROP,2020s,1657,0.424454394527934,0.10135465876573768,17.79380258565119
us_stocks,1d,ibs,ROST,2000s,1762,0.23937143448174417,0.09805301302434088,21.981270519069966
us_stocks,1d,ibs,ROST,2010s,2516,-0.5953538343835034,-0.10957170572341357,9.435555847308667
us_stocks,1d,ibs,ROST,2020s,1657,-0.23222090347629035,-0.030530890175216596,8.771307941983553
us_stocks,1d,ibs,RRC,2000s,1762,-0.21256499018885083,-0.018168999255677498,32.95011866992034
us_stocks,1d,ibs,RRC,2010s,2129,0.34324498977318907,0.13904326065403672,13.639709073561098
us_stocks,1d,ibs,RSG,2000s,1762,-0.6393914942085555,-0.11517474302579078,-5.637073223182937
us_stocks,1d,ibs,RSG,2010s,2516,-0.5678353802151372,-0.07243353603858083,3.267625733970558
us_stocks,1d,ibs,RSG,2020s,1657,0.039081640483339834,0.022611093825038786,16.326919865833716
us_stocks,1d,ibs,RTX,2000s,1762,0.4650809764724779,0.11624376014266735,27.01488146701963
us_stocks,1d,ibs,RTX,2010s,2516,-0.18971717029366922,-0.01831170475493571,6.979817227073899
us_stocks,1d,ibs,RTX,2020s,1657,-0.3206386267647995,-0.053442318690926305,5.279394190204415
us_stocks,1d,ibs,RVTY,2000s,1762,-0.34047599810554136,-0.06163361586090832,3.466727321131271
us_stocks,1d,ibs,RVTY,2010s,2516,-0.5345372181096835,-0.090975547809508,3.0449713669100795
us_stocks,1d,ibs,RVTY,2020s,1657,-0.030426033085932235,0.024173755652326934,6.559891271849561
us_stocks,1d,ibs,SBAC,2000s,1762,-1.188211935778206,-0.6375029623216029,-10.846584678739758
us_stocks,1d,ibs,SBAC,2010s,2517,-1.0145663062804362,-0.16582922031918357,-4.709731351979627
us_stocks,1d,ibs,SBAC,2020s,1657,0.21210611231596097,0.07810159050275889,10.338569996343963
us_stocks,1d,ibs,SBUX,2000s,1762,-0.02176835409779641,0.03188809457694797,13.76683858494634
us_stocks,1d,ibs,SBUX,2010s,2516,-0.467602841950173,-0.08007991707777551,8.090765279041669
us_stocks,1d,ibs,SBUX,2020s,1657,0.42897549726662665,0.13125954050133015,23.720353480638416
us_stocks,1d,ibs,SCHW,2000s,1762,0.347546022332047,0.18657118389113592,33.38061328736608
us_stocks,1d,ibs,SCHW,2010s,2516,-0.05797872586176619,0.01206014828669355,11.649723106575676
us_stocks,1d,ibs,SCHW,2020s,1657,0.12142179658604191,0.07646938976074513,23.20910558355135
us_stocks,1d,ibs,SEDG,2010s,1006,-0.4722998223221496,-0.14164357905015157,7.3067446548030786
us_stocks,1d,ibs,SEDG,2020s,998,-0.454829880272271,-0.09554537301134258,-15.088709132614854
us_stocks,1d,ibs,SEE,2000s,1793,0.3932765338517356,0.24090763403501758,27.024675460745364
us_stocks,1d,ibs,SEE,2010s,2526,0.25316582239520474,0.37423836232672314,58.10458090393431
us_stocks,1d,ibs,SEE,2020s,1001,-0.86782708147052,-0.25396802944939934,-46.070643471489284
us_stocks,1d,ibs,SHW,2000s,1762,0.21312377216159745,0.0800416469592291,22.866817818880058
us_stocks,1d,ibs,SHW,2010s,2516,-0.5880284775610696,-0.09464027625453464,10.853976544351571
us_stocks,1d,ibs,SHW,2020s,1657,-0.013310791475391225,0.021660441883314174,12.265185344617935
us_stocks,1d,ibs,SIG,2000s,1762,0.524247035142448,0.3118868844334268,48.56480871051564
us_stocks,1d,ibs,SIG,2010s,2066,-0.17572877531397732,-0.011195556655562822,3.4148626133657487
us_stocks,1d,ibs,SJM,2000s,1762,0.22132651283033916,0.05566876097509099,17.792775264562636
us_stocks,1d,ibs,SJM,2010s,2516,-0.5030930215309387,-0.06447064122717894,-2.213305868220833
