class,timeframe,symbol,rule,engine_pair,scenario,n_bars,windowed,vector,other,rel_diff,ok,n_fills,abs_diff,tolerance,seconds
us_stocks,4h,GEV,SMA_50,vector-reference,gross,797,False,8262.586813836748,8262.586813836733,1.7611815229581435e-15,True,,,,
us_stocks,4h,GEV,SMA_50,vector-reference,retail,797,False,8187.486453725114,8187.486453725079,4.332256739552369e-15,True,,,,
us_stocks,4h,GEV,SMA_50,vector-reference,wide,797,False,8078.776389606688,8078.776389606737,6.079226794656815e-15,True,,,,
us_stocks,4h,GEV,SMA_50,vector-reference,pessimistic,797,False,7813.186072052619,7813.186072052605,1.8624815912702194e-15,True,,,,
us_stocks,4h,GEV,SMA_50,vector-nautilus,gross,797,False,8262.586813836748,8262.59,3.8561328603029586e-07,True,302.0,0.0031861632523941807,0.2606722079547415,0.4298716997727752
us_stocks,2h,PG,STOCHF,vector-reference,gross,7128,False,4416.791803062048,4416.791803062006,9.472204746565313e-15,True,,,,
us_stocks,2h,PG,STOCHF,vector-reference,retail,7128,False,3071.6371063852694,3071.6371063853026,1.0807447450645475e-14,True,,,,
us_stocks,2h,PG,STOCHF,vector-reference,wide,7128,False,1711.1106163978416,1711.110616397855,7.839964712153666e-15,True,,,,
us_stocks,2h,PG,STOCHF,vector-reference,pessimistic,7128,False,396.11903782446353,396.1190378244678,1.0762563793891112e-14,True,,,,
us_stocks,2h,PG,STOCHF,vector-nautilus,gross,7128,False,4416.791803062048,4417.13,7.657072215131937e-05,True,5186.0,0.33819693795248895,1.08020831324333,31.17877299990505
us_stocks,2h,NVDA,IMI,vector-reference,gross,7147,False,10622.577727354272,10622.577727354366,8.904378147387985e-15,True,,,,
us_stocks,2h,NVDA,IMI,vector-reference,retail,7147,False,9559.429293653733,9559.429293653335,4.167180562138993e-14,True,,,,
us_stocks,2h,NVDA,IMI,vector-reference,wide,7147,False,8119.723368285926,8119.723368285841,1.0416981395603713e-14,True,,,,
us_stocks,2h,NVDA,IMI,vector-reference,pessimistic,7147,False,5398.25735558538,5398.257355585647,4.953291862689123e-14,True,,,,
us_stocks,2h,NVDA,IMI,vector-nautilus,gross,7147,False,10622.577727354272,10622.4,1.6731094733663195e-05,True,3767.0,0.17772735427206499,0.9206383654834291,6.897032999899238
us_stocks,2h,PEP,CDLGAPSIDESIDEWHITE,vector-reference,gross,7134,False,10593.913404821225,10593.913404821242,1.5453122945541903e-15,True,,,,
us_stocks,2h,PEP,CDLGAPSIDESIDEWHITE,vector-reference,retail,7134,False,10571.019033338784,10571.01903333878,3.44146462665358e-16,True,,,,
us_stocks,2h,PEP,CDLGAPSIDESIDEWHITE,vector-reference,wide,7134,False,10534.511727661898,10534.51172766191,1.0360173023128279e-15,True,,,,
us_stocks,2h,PEP,CDLGAPSIDESIDEWHITE,vector-reference,pessimistic,7134,False,10443.778474906821,10443.77847490681,1.0450179930087539e-15,True,,,,
us_stocks,2h,PEP,CDLGAPSIDESIDEWHITE,vector-nautilus,gross,7134,False,10593.913404821225,10593.93,1.56648238858794e-06,True,59.0,0.01659517877487815,0.11521718621802911,0.46791830006986856
us_stocks,1h,WMT,CDLINVERTEDHAMMER,vector-reference,gross,13259,False,9884.623287765482,9884.623287765455,2.7603319073332065e-15,True,,,,
us_stocks,1h,WMT,CDLINVERTEDHAMMER,vector-reference,retail,13259,False,9762.380426111022,9762.380426111025,3.726528416533907e-16,True,,,,
us_stocks,1h,WMT,CDLINVERTEDHAMMER,vector-reference,wide,13259,False,9565.227965745198,9565.227965745145,5.5148390494967656e-15,True,,,,
us_stocks,1h,WMT,CDLINVERTEDHAMMER,vector-reference,pessimistic,13259,False,9089.50935407001,9089.509354069967,4.80287152854439e-15,True,,,,
us_stocks,1h,WMT,CDLINVERTEDHAMMER,vector-nautilus,gross,13259,False,9884.623287765482,9884.65,2.702402887794441e-06,True,208.0,0.026712234517617617,0.21633307652783934,1.0682930001057684
us_stocks,1h,JNJ,DEMA_100,vector-reference,gross,13257,False,4238.133770160622,4238.133770160606,3.648164680170976e-15,True,,,,
